Frame_Ke,Label_Biner,Status,Lutut_Kanan_X (idx26),Lutut_Kanan_Y (idx26),Lutut_Kanan_Z (idx26),Nose_X (idx0),Nose_Y (idx0),Nose_Z (idx0),Left_Eye_Inner_X (idx1),Left_Eye_Inner_Y (idx1),Left_Eye_Inner_Z (idx1),Left_Eye_X (idx2),Left_Eye_Y (idx2),Left_Eye_Z (idx2),Left_Eye_Outer_X (idx3),Left_Eye_Outer_Y (idx3),Left_Eye_Outer_Z (idx3),Right_Eye_Inner_X (idx4),Right_Eye_Inner_Y (idx4),Right_Eye_Inner_Z (idx4),Right_Eye_X (idx5),Right_Eye_Y (idx5),Right_Eye_Z (idx5),Right_Eye_Outer_X (idx6),Right_Eye_Outer_Y (idx6),Right_Eye_Outer_Z (idx6),Left_Ear_X (idx7),Left_Ear_Y (idx7),Left_Ear_Z (idx7),Right_Ear_X (idx8),Right_Ear_Y (idx8),Right_Ear_Z (idx8),Mouth_Left_X (idx9),Mouth_Left_Y (idx9),Mouth_Left_Z (idx9),Mouth_Right_X (idx10),Mouth_Right_Y (idx10),Mouth_Right_Z (idx10),Left_Shoulder_X (idx11),Left_Shoulder_Y (idx11),Left_Shoulder_Z (idx11),Right_Shoulder_X (idx12),Right_Shoulder_Y (idx12),Right_Shoulder_Z (idx12),Left_Elbow_X (idx13),Left_Elbow_Y (idx13),Left_Elbow_Z (idx13),Right_Elbow_X (idx14),Right_Elbow_Y (idx14),Right_Elbow_Z (idx14),Left_Wrist_X (idx15),Left_Wrist_Y (idx15),Left_Wrist_Z (idx15),Right_Wrist_X (idx16),Right_Wrist_Y (idx16),Right_Wrist_Z (idx16),Left_Pinky_X (idx17),Left_Pinky_Y (idx17),Left_Pinky_Z (idx17),Right_Pinky_X (idx18),Right_Pinky_Y (idx18),Right_Pinky_Z (idx18),Left_Index_X (idx19),Left_Index_Y (idx19),Left_Index_Z (idx19),Right_Index_X (idx20),Right_Index_Y (idx20),Right_Index_Z (idx20),Left_Thumb_X (idx21),Left_Thumb_Y (idx21),Left_Thumb_Z (idx21),Right_Thumb_X (idx22),Right_Thumb_Y (idx22),Right_Thumb_Z (idx22),Left_Hip_X (idx23),Left_Hip_Y (idx23),Left_Hip_Z (idx23),Right_Hip_X (idx24),Right_Hip_Y (idx24),Right_Hip_Z (idx24),Left_Knee_X (idx25),Left_Knee_Y (idx25),Left_Knee_Z (idx25),Right_Knee_X (idx26),Right_Knee_Y (idx26),Right_Knee_Z (idx26),Left_Ankle_X (idx27),Left_Ankle_Y (idx27),Left_Ankle_Z (idx27),Right_Ankle_X (idx28),Right_Ankle_Y (idx28),Right_Ankle_Z (idx28),Left_Heel_X (idx29),Left_Heel_Y (idx29),Left_Heel_Z (idx29),Right_Heel_X (idx30),Right_Heel_Y (idx30),Right_Heel_Z (idx30),Left_Foot_Index_X (idx31),Left_Foot_Index_Y (idx31),Left_Foot_Index_Z (idx31),Right_Foot_Index_X (idx32),Right_Foot_Index_Y (idx32),Right_Foot_Index_Z (idx32)
32,0,BENAR,-0.75048,0.18767,-1.21222,0.05546,-0.55317,-2.36824,0.10706,-0.60023,-2.28329,0.14538,-0.60129,-2.28501,0.17204,-0.60157,-2.28498,0.01781,-0.6036,-2.29311,-0.01185,-0.60805,-2.29511,-0.03784,-0.61187,-2.29616,0.20229,-0.60033,-1.61037,-0.09382,-0.61185,-1.65957,0.11182,-0.51766,-2.06847,-0.00436,-0.51797,-2.09471,0.39411,-0.43635,-0.88652,-0.32004,-0.4463,-0.90664,0.57578,-0.23398,-0.42871,-0.5252,-0.24456,-0.46667,0.81536,-0.39885,-0.12047,-0.76955,-0.40516,-0.33208,0.87967,-0.45178,-0.0533,-0.84223,-0.44657,-0.32072,0.82948,-0.48301,-0.14816,-0.79841,-0.48212,-0.38631,0.79397,-0.46947,-0.14293,-0.75119,-0.46316,-0.36002,0.22415,-0.00154,0.0341,-0.22415,0.00154,-0.0341,0.75725,0.18781,-0.89555,-0.75048,0.18767,-1.21222,0.49092,0.4221,0.41261,-0.50043,0.41171,0.23512,0.41151,0.45265,0.54085,-0.40855,0.44001,0.38541,0.73772,0.6209,0.3296,-0.79089,0.60799,0.16258
33,0,BENAR,-0.72606,0.17054,-1.18045,0.05258,-0.53965,-2.3467,0.10321,-0.58609,-2.26032,0.14009,-0.58711,-2.26202,0.16638,-0.58729,-2.26192,0.01571,-0.58952,-2.26983,-0.01301,-0.59322,-2.27176,-0.03871,-0.59613,-2.27282,0.19699,-0.58525,-1.55968,-0.09244,-0.59518,-1.61191,0.1073,-0.50498,-2.04873,-0.00625,-0.50509,-2.07426,0.38298,-0.42487,-0.89451,-0.30703,-0.43564,-0.90928,0.56324,-0.23253,-0.44706,-0.51056,-0.24241,-0.45645,0.79371,-0.39284,-0.13489,-0.74684,-0.39759,-0.28829,0.85637,-0.4442,-0.06696,-0.819,-0.43965,-0.27184,0.80733,-0.47338,-0.16265,-0.77384,-0.47324,-0.33328,0.77233,-0.45871,-0.15757,-0.7254,-0.45549,-0.3141,0.21766,-0.00041,0.03311,-0.21766,0.00041,-0.03311,0.73388,0.16969,-0.94184,-0.72606,0.17054,-1.18045,0.47538,0.40874,0.2828,-0.48622,0.39655,0.22339,0.3998,0.43794,0.40168,-0.39679,0.4267,0.36867,0.72291,0.60379,0.17784,-0.77065,0.57989,0.14518
34,0,BENAR,-0.71446,0.16065,-1.17667,0.0525,-0.53508,-2.32102,0.10265,-0.58209,-2.23225,0.1391,-0.58293,-2.23395,0.16509,-0.58277,-2.23387,0.01571,-0.58512,-2.24082,-0.01279,-0.5881,-2.24276,-0.03832,-0.59045,-2.24385,0.19565,-0.58139,-1.53444,-0.09204,-0.59047,-1.58479,0.10641,-0.50012,-2.02381,-0.00625,-0.50002,-2.04813,0.37996,-0.42136,-0.89859,-0.30326,-0.43261,-0.9083,0.56002,-0.23246,-0.48955,-0.50551,-0.24313,-0.48635,0.78846,-0.39101,-0.2139,-0.73951,-0.39572,-0.36282,0.85085,-0.44608,-0.15169,-0.80787,-0.44004,-0.3532,0.80104,-0.47358,-0.24211,-0.76453,-0.47188,-0.41368,0.76614,-0.45667,-0.23576,-0.71782,-0.4543,-0.38968,0.21529,0.00054,0.03221,-0.21529,-0.00054,-0.03221,0.72412,0.16232,-0.94025,-0.71446,0.16065,-1.17667,0.47066,0.40575,0.27064,-0.47953,0.39163,0.19338,0.39671,0.43348,0.38714,-0.39075,0.42197,0.33474,0.7188,0.59906,0.17187,-0.76328,0.57039,0.1267
35,0,BENAR,-0.71301,0.15714,-1.22888,0.0552,-0.54232,-2.32336,0.10464,-0.58891,-2.23791,0.14131,-0.58964,-2.23961,0.16722,-0.58959,-2.23952,0.01704,-0.59211,-2.24699,-0.01153,-0.5951,-2.24892,-0.0373,-0.59788,-2.24996,0.19783,-0.58738,-1.54203,-0.0927,-0.59647,-1.5896,0.10829,-0.50674,-2.0286,-0.00467,-0.50658,-2.05324,0.38165,-0.42553,-0.89741,-0.30257,-0.43468,-0.90641,0.56497,-0.23558,-0.48835,-0.50755,-0.24564,-0.55137,0.79457,-0.39379,-0.26857,-0.74306,-0.3989,-0.54444,0.85826,-0.44897,-0.21844,-0.80826,-0.44656,-0.55583,0.80781,-0.47659,-0.3108,-0.76378,-0.47729,-0.61938,0.77205,-0.4599,-0.29314,-0.71682,-0.45869,-0.57579,0.21538,0.00104,0.03162,-0.21538,-0.00104,-0.03162,0.71766,0.16182,-0.92998,-0.71301,0.15714,-1.22888,0.47444,0.40881,0.29924,-0.47994,0.39425,0.12094,0.40066,0.43638,0.41828,-0.39102,0.42494,0.26038,0.7242,0.60334,0.2072,-0.76781,0.57388,0.05627
36,0,BENAR,-0.71471,0.16152,-1.24431,0.05846,-0.55204,-2.34461,0.10752,-0.59981,-2.24267,0.14456,-0.60048,-2.2444,0.17069,-0.60039,-2.24436,0.01836,-0.60278,-2.24931,-0.0106,-0.60599,-2.2512,-0.03699,-0.60909,-2.25217,0.20114,-0.59769,-1.51508,-0.09637,-0.60719,-1.55742,0.11133,-0.51649,-2.04108,-0.00297,-0.51663,-2.06301,0.38547,-0.43226,-0.90151,-0.30642,-0.44116,-0.89596,0.57493,-0.2383,-0.49449,-0.51272,-0.24793,-0.55656,0.80755,-0.40082,-0.26688,-0.75436,-0.40393,-0.57202,0.874,-0.4554,-0.21498,-0.81745,-0.45314,-0.58673,0.82274,-0.48445,-0.30959,-0.77158,-0.48418,-0.65283,0.78508,-0.46787,-0.29252,-0.7268,-0.4646,-0.60531,0.21881,0.00085,0.03096,-0.21881,-0.00085,-0.03096,0.71606,0.16679,-0.9326,-0.71471,0.16152,-1.24431,0.48364,0.41772,0.345,-0.48527,0.4037,0.11875,0.40902,0.44584,0.46807,-0.39706,0.43477,0.26055,0.73752,0.61587,0.26238,-0.7807,0.58607,0.05236
37,0,BENAR,-0.71054,0.16768,-1.23838,0.05945,-0.56023,-2.33542,0.10886,-0.60807,-2.23383,0.14662,-0.60961,-2.23557,0.17317,-0.60957,-2.23547,0.01777,-0.61086,-2.23515,-0.01094,-0.61433,-2.23708,-0.03819,-0.61682,-2.23802,0.20393,-0.60668,-1.50336,-0.09886,-0.61336,-1.52136,0.11335,-0.523,-2.03246,-0.0026,-0.52122,-2.04718,0.39088,-0.43231,-0.91132,-0.31132,-0.44308,-0.88517,0.58084,-0.23553,-0.62534,-0.51774,-0.24659,-0.60489,0.81922,-0.40213,-0.57727,-0.76717,-0.40518,-0.69211,0.88716,-0.45509,-0.55616,-0.82817,-0.45607,-0.71933,0.83524,-0.48559,-0.64557,-0.78166,-0.48742,-0.78545,0.79692,-0.46951,-0.60638,-0.73697,-0.467,-0.72893,0.22191,0.00104,0.03107,-0.22191,-0.00104,-0.03107,0.71045,0.17652,-0.91725,-0.71054,0.16768,-1.23838,0.49109,0.43108,0.3588,-0.49251,0.41768,0.11293,0.41681,0.45961,0.48339,-0.40562,0.44896,0.24605,0.74866,0.63294,0.27443,-0.79401,0.60195,0.0233
38,0,BENAR,-0.63691,0.17055,-1.15727,0.05535,-0.52593,-2.23391,0.10106,-0.57078,-2.14661,0.13623,-0.57243,-2.14816,0.16078,-0.57287,-2.14813,0.01595,-0.57247,-2.14988,-0.01026,-0.57471,-2.15161,-0.03513,-0.57671,-2.15243,0.18967,-0.56909,-1.47614,-0.08976,-0.57308,-1.49932,0.10566,-0.49136,-1.95597,-0.00121,-0.48838,-1.97123,0.36217,-0.39987,-0.9287,-0.29142,-0.40423,-0.90005,0.53917,-0.20988,-0.94348,-0.47995,-0.22418,-0.84314,0.75872,-0.37127,-1.29677,-0.71383,-0.37038,-1.21062,0.82211,-0.41805,-1.35588,-0.76857,-0.42052,-1.28951,0.77413,-0.45102,-1.42859,-0.72958,-0.45004,-1.36497,0.73856,-0.43223,-1.33106,-0.69224,-0.43073,-1.25893,0.2047,0.00027,0.02029,-0.2047,-0.00027,-0.02029,0.65136,0.18061,-0.87329,-0.63691,0.17055,-1.15727,0.45531,0.41486,0.34562,-0.45567,0.40352,0.09251,0.38688,0.44096,0.46181,-0.37634,0.43236,0.22202,0.69258,0.60046,0.23631,-0.73485,0.57279,-0.00648
39,0,BENAR,-0.58566,0.18641,-1.09094,0.05163,-0.5019,-2.14956,0.09379,-0.54416,-2.07407,0.12695,-0.54578,-2.07545,0.14982,-0.54713,-2.07547,0.01365,-0.54535,-2.07816,-0.01077,-0.54674,-2.07973,-0.03396,-0.54849,-2.08045,0.17699,-0.54268,-1.45517,-0.08362,-0.54226,-1.47707,0.09948,-0.4682,-1.89267,0.00121,-0.46636,-1.9072,0.33892,-0.37511,-0.94011,-0.27221,-0.37818,-0.91138,0.50548,-0.1879,-1.06043,-0.45184,-0.20734,-0.92435,0.71065,-0.3455,-1.59923,-0.67386,-0.34171,-1.4864,0.77008,-0.39342,-1.69711,-0.72823,-0.39093,-1.59395,0.72519,-0.42366,-1.76059,-0.69571,-0.42005,-1.66917,0.69156,-0.40338,-1.63542,-0.66052,-0.40005,-1.5383,0.19105,-0.00121,0.01265,-0.19105,0.00121,-0.01265,0.60619,0.19337,-0.83924,-0.58566,0.18641,-1.09094,0.42623,0.41142,0.35749,-0.42827,0.40177,0.08521,0.36248,0.4362,0.46686,-0.35411,0.42824,0.20936,0.64794,0.58393,0.22165,-0.68995,0.55981,-0.0234
40,0,BENAR,-0.66867,0.24675,-1.14489,0.05456,-0.57153,-2.17886,0.10378,-0.62052,-2.09913,0.14249,-0.62257,-2.10068,0.16808,-0.62297,-2.10068,0.01151,-0.62371,-2.10208,-0.01624,-0.62625,-2.10395,-0.04222,-0.62822,-2.10477,0.19891,-0.61866,-1.45373,-0.09946,-0.6208,-1.47101,0.11161,-0.52972,-1.90711,-0.00153,-0.53315,-1.92167,0.38422,-0.42684,-0.90367,-0.3116,-0.43679,-0.8975,0.56985,-0.20628,-0.93127,-0.52253,-0.22802,-0.94144,0.80512,-0.3894,-1.31876,-0.77615,-0.38737,-1.38277,0.87493,-0.44194,-1.38019,-0.83459,-0.44111,-1.47407,0.8244,-0.47601,-1.45067,-0.79813,-0.48062,-1.54875,0.78348,-0.45567,-1.35563,-0.76231,-0.46003,-1.43332,0.21458,-0.00061,0.00518,-0.21458,0.00061,-0.00518,0.68534,0.25627,-0.88388,-0.66867,0.24675,-1.14489,0.48097,0.49743,0.44711,-0.49236,0.48816,0.14993,0.40869,0.52641,0.57193,-0.40895,0.51807,0.28175,0.73143,0.69316,0.34109,-0.79037,0.67368,0.03958
41,0,BENAR,-0.74507,0.30364,-1.07327,0.05328,-0.63723,-2.27064,0.1081,-0.68956,-2.1802,0.1512,-0.69093,-2.18209,0.17923,-0.69138,-2.18206,0.00597,-0.69417,-2.19242,-0.02446,-0.6967,-2.19467,-0.0529,-0.70019,-2.19575,0.21273,-0.68651,-1.46649,-0.11621,-0.69158,-1.52212,0.11887,-0.59195,-1.97039,-0.00812,-0.59492,-2.00012,0.41997,-0.47555,-0.86641,-0.3511,-0.48381,-0.88656,0.61891,-0.22963,-0.56516,-0.58398,-0.25469,-0.75308,0.88218,-0.43619,-0.47624,-0.86556,-0.43018,-1.01607,0.95838,-0.49465,-0.43865,-0.92813,-0.48871,-1.05155,0.90403,-0.52632,-0.54089,-0.88511,-0.53326,-1.11716,0.85972,-0.50577,-0.51051,-0.84547,-0.50963,-1.05697,0.23345,-0.00313,0.00524,-0.23345,0.00313,-0.00524,0.7458,0.31946,-0.79876,-0.74507,0.30364,-1.07327,0.52277,0.57552,0.65144,-0.5485,0.56641,0.30208,0.44624,0.60764,0.79148,-0.45729,0.59895,0.44473,0.79743,0.79023,0.60657,-0.87943,0.77246,0.21557
42,0,BENAR,-0.84743,0.37374,-1.14563,0.05716,-0.736,-2.38837,0.11937,-0.79338,-2.29184,0.1678,-0.7934,-2.29399,0.19953,-0.79319,-2.29391,0.00385,-0.80145,-2.30068,-0.03014,-0.80551,-2.30323,-0.06249,-0.80889,-2.30439,0.23781,-0.78588,-1.50731,-0.13383,-0.79803,-1.557,0.13189,-0.68424,-2.05683,-0.01289,-0.68705,-2.08396,0.47392,-0.54579,-0.83758,-0.39863,-0.55779,-0.82805,0.6965,-0.26192,-0.49552,-0.66326,-0.28743,-0.69505,0.99813,-0.49843,-0.35913,-0.97941,-0.49423,-0.9878,1.08203,-0.56131,-0.31143,-1.05295,-0.56502,-1.03007,1.02373,-0.60099,-0.43042,-0.99902,-0.6092,-1.10297,0.97251,-0.57786,-0.39742,-0.95025,-0.58383,-1.03255,0.26328,-0.00177,0.00423,-0.26328,0.00177,-0.00423,0.83985,0.39571,-0.78487,-0.84743,0.37374,-1.14563,0.58891,0.68104,0.85336,-0.62099,0.67017,0.42037,0.50237,0.71867,1.01518,-0.51635,0.70607,0.58209,0.91076,0.92976,0.79515,-0.99927,0.90206,0.27274
43,0,BENAR,-1.18494,0.55122,-1.56545,0.07754,-1.0447,-2.6982,0.16326,-1.12474,-2.54825,0.22787,-1.12387,-2.55116,0.27264,-1.12243,-2.55096,0.00451,-1.13359,-2.57129,-0.04218,-1.13776,-2.57479,-0.08829,-1.14016,-2.57642,0.32741,-1.1054,-1.45836,-0.18372,-1.11857,-1.57472,0.18129,-0.97267,-2.24444,-0.02125,-0.97504,-2.29608,0.65049,-0.77068,-0.58936,-0.54601,-0.77892,-0.66376,0.95814,-0.38446,-0.18863,-0.91318,-0.39367,-0.18763,1.37263,-0.70909,-0.1444,-1.34373,-0.68414,-0.33949,1.49134,-0.80118,-0.0638,-1.4419,-0.77892,-0.37382,1.40791,-0.85922,-0.2589,-1.36737,-0.83863,-0.50251,1.33413,-0.82166,-0.19864,-1.30102,-0.80351,-0.4072,0.3628,-0.00116,0.01544,-0.3628,0.00116,-0.01544,1.1606,0.5814,-0.97056,-1.18494,0.55122,-1.56545,0.80886,0.97372,1.2559,-0.85134,0.95813,0.59851,0.69021,1.02916,1.47096,-0.70606,1.00878,0.82147,1.27273,1.32271,1.10981,-1.3681,1.28015,0.37664
44,0,BENAR,-1.25938,0.60507,-1.5667,0.08623,-1.14289,-2.70835,0.17638,-1.23172,-2.53319,0.24477,-1.23132,-2.53627,0.29104,-1.22912,-2.53613,0.00829,-1.23577,-2.56706,-0.04065,-1.23827,-2.57059,-0.0899,-1.23912,-2.57225,0.34869,-1.20409,-1.34695,-0.18905,-1.21053,-1.50858,0.19559,-1.06871,-2.22269,-0.01724,-1.06821,-2.28792,0.68471,-0.82902,-0.47181,-0.56881,-0.84394,-0.61803,1.01355,-0.43282,0.00425,-0.95679,-0.42708,-0.38449,1.44607,-0.77087,0.03672,-1.40538,-0.74054,-0.94957,1.56906,-0.8688,0.09877,-1.50755,-0.83915,-1.07469,1.48515,-0.92032,-0.11889,-1.42884,-0.89986,-1.20383,1.40394,-0.88563,-0.03006,-1.36021,-0.86385,-1.02907,0.385,0.00138,0.02973,-0.385,-0.00138,-0.02973,1.23231,0.63864,-1.00899,-1.25938,0.60507,-1.5667,0.85547,1.06016,1.33318,-0.89294,1.04265,0.72465,0.73012,1.12548,1.55108,-0.73619,1.10207,0.94922,1.3474,1.42395,1.0894,-1.43448,1.38435,0.38546
45,0,BENAR,-1.27176,0.63892,-1.5643,0.09115,-1.17269,-2.91877,0.18048,-1.25773,-2.73087,0.24856,-1.2558,-2.73423,0.29459,-1.25322,-2.73402,0.01245,-1.26212,-2.75627,-0.03676,-1.26224,-2.75987,-0.08631,-1.26107,-2.76178,0.3519,-1.22405,-1.49627,-0.18642,-1.22394,-1.62075,0.19969,-1.09644,-2.4135,-0.01222,-1.09059,-2.46955,0.68729,-0.83528,-0.48637,-0.56221,-0.84,-0.59865,1.01957,-0.42386,0.08532,-0.95053,-0.43245,-0.42369,1.46522,-0.76845,0.06026,-1.41333,-0.742,-1.18038,1.58695,-0.87129,0.10794,-1.50123,-0.83798,-1.27982,1.51205,-0.92405,-0.10073,-1.43111,-0.89786,-1.41297,1.42353,-0.88342,-0.00752,-1.37077,-0.86622,-1.25938,0.38885,0.00624,0.03213,-0.38885,-0.00624,-0.03213,1.24681,0.66448,-0.96297,-1.27176,0.63892,-1.5643,0.86035,1.11023,1.57059,-0.88935,1.09425,0.85908,0.73252,1.1803,1.79629,-0.72786,1.15849,1.09675,1.35462,1.46979,1.21124,-1.4284,1.43456,0.4425
46,0,BENAR,-1.46802,0.75994,-1.83351,0.10701,-1.3845,-2.38711,0.20809,-1.47041,-2.15259,0.28549,-1.46742,-2.15604,0.33796,-1.46449,-2.15581,0.01592,-1.47793,-2.179,-0.03991,-1.47755,-2.18291,-0.09632,-1.47735,-2.1849,0.40349,-1.43463,-0.74536,-0.20931,-1.43546,-0.87936,0.22896,-1.29888,-1.82199,-0.01081,-1.29104,-1.88321,0.78531,-0.97081,0.18494,-0.63787,-1.0032,0.1006,1.16469,-0.4846,0.46001,-1.07981,-0.50023,-0.404,1.71182,-0.94329,0.15395,-1.61143,-0.86866,-1.34422,1.86069,-1.06572,0.17272,-1.70972,-0.98275,-1.45746,1.78927,-1.1202,-0.05688,-1.63845,-1.04522,-1.60909,1.66664,-1.06982,0.07284,-1.57093,-1.00893,-1.43418,0.44598,0.00705,0.03305,-0.44598,-0.00705,-0.03305,1.42939,0.79881,-1.03092,-1.46802,0.75994,-1.83351,0.98728,1.31799,2.01194,-1.01081,1.30108,1.04429,0.83832,1.39987,2.28448,-0.82494,1.37551,1.32061,1.55371,1.72428,1.57222,-1.63031,1.68966,0.52461
47,0,BENAR,-1.28965,0.69444,-1.6414,0.09839,-1.25267,-1.81504,0.18708,-1.33024,-1.58952,0.25617,-1.32735,-1.59256,0.30267,-1.32429,-1.59221,0.01599,-1.33563,-1.6149,-0.03319,-1.33522,-1.61843,-0.08268,-1.3334,-1.62022,0.36162,-1.29078,-0.32372,-0.1807,-1.29148,-0.44825,0.20379,-1.1732,-1.30905,-0.00535,-1.17149,-1.36661,0.69403,-0.87202,0.4797,-0.56279,-0.89056,0.4421,1.03064,-0.45406,0.74544,-0.95029,-0.45453,0.43558,1.51352,-0.82474,0.08354,-1.41565,-0.78805,-0.78982,1.64161,-0.93598,-0.00661,-1.50662,-0.87078,-1.03657,1.57314,-0.97696,-0.18105,-1.45259,-0.93096,-1.17121,1.46621,-0.93382,0.00312,-1.39233,-0.90139,-0.89548,0.39722,0.00593,0.02572,-0.39722,-0.00593,-0.02572,1.25724,0.73093,-0.83813,-1.28965,0.69444,-1.6414,0.87649,1.20875,1.71881,-0.88825,1.19205,0.94656,0.74482,1.28417,1.95158,-0.72052,1.25814,1.20343,1.37439,1.56712,1.26021,-1.4374,1.53509,0.41098
48,0,BENAR,-1.08043,0.59305,-1.45244,0.08314,-1.07826,-1.37332,0.15806,-1.14307,-1.15375,0.21603,-1.14057,-1.15621,0.25524,-1.1381,-1.15579,0.01327,-1.14819,-1.16864,-0.02892,-1.14753,-1.17156,-0.07018,-1.14624,-1.17294,0.30861,-1.10743,-0.01565,-0.15049,-1.11155,-0.08682,0.17109,-1.01165,-0.91639,-0.00367,-1.00938,-0.95669,0.58344,-0.74191,0.65286,-0.47512,-0.75417,0.66999,0.86831,-0.3971,0.61918,-0.79871,-0.39253,0.49502,1.26979,-0.67648,-0.03365,-1.18796,-0.67892,-0.57944,1.37487,-0.77645,-0.15484,-1.26797,-0.75178,-0.80058,1.31537,-0.81885,-0.30487,-1.22887,-0.80162,-0.92356,1.2256,-0.78214,-0.10874,-1.18057,-0.77232,-0.66355,0.33708,0.00553,0.01199,-0.33708,-0.00553,-0.01199,1.0413,0.63467,-0.74535,-1.08043,0.59305,-1.45244,0.73551,1.05585,1.40373,-0.74245,1.04024,0.7303,0.62776,1.11853,1.58866,-0.59693,1.0961,0.9373,1.15297,1.36054,1.00497,-1.20593,1.3285,0.22661
49,0,BENAR,-1.03105,0.57774,-1.44744,0.07978,-1.07265,-1.32319,0.15228,-1.13335,-1.11004,0.20793,-1.13125,-1.11234,0.24656,-1.12879,-1.11188,0.01178,-1.13717,-1.1232,-0.02904,-1.13632,-1.12605,-0.06902,-1.13502,-1.12735,0.30092,-1.09664,0.01064,-0.14501,-1.10042,-0.04611,0.16478,-1.00496,-0.88052,-0.00391,-1.00358,-0.91785,0.56548,-0.74156,0.64667,-0.45892,-0.76099,0.66895,0.83923,-0.39315,0.47148,-0.76971,-0.40032,0.38215,1.22756,-0.67304,-0.91104,-1.14953,-0.66705,-1.32384,1.33381,-0.76899,-1.14538,-1.2383,-0.74627,-1.64793,1.27212,-0.80482,-1.27889,-1.20604,-0.79008,-1.78395,1.18471,-0.77115,-0.99445,-1.15985,-0.76078,-1.40575,0.32768,0.00782,-0.00117,-0.32768,-0.00782,0.00117,0.98147,0.62513,-0.85931,-1.03105,0.57774,-1.44744,0.70903,1.04923,1.30959,-0.71535,1.03296,0.68359,0.60874,1.11135,1.49791,-0.57475,1.08878,0.87675,1.11536,1.3431,0.73213,-1.16312,1.31216,0.09829
50,1,SALAH,-0.91606,0.52165,-1.35882,0.07086,-1.00908,-1.10829,0.13678,-1.06338,-0.89994,0.18708,-1.06153,-0.90194,0.22304,-1.05939,-0.90153,0.0087,-1.06674,-0.91053,-0.02846,-1.06598,-0.91304,-0.06481,-1.06476,-0.91409,0.2732,-1.02852,0.17457,-0.13316,-1.03117,0.12479,0.14803,-0.94678,-0.6918,-0.00517,-0.94585,-0.7236,0.51568,-0.69142,0.66585,-0.41993,-0.71038,0.75742,0.76704,-0.37174,0.31624,-0.69961,-0.37841,0.18985,1.11307,-0.64351,-1.28024,-1.04546,-0.62636,-1.62758,1.21796,-0.72395,-1.54649,-1.12885,-0.6958,-1.94731,1.15981,-0.75378,-1.65211,-1.10064,-0.7312,-2.06408,1.07718,-0.7296,-1.35634,-1.05932,-0.70646,-1.73029,0.29936,0.00633,-0.01721,-0.29936,-0.00633,0.01721,0.86427,0.56063,-0.90149,-0.91606,0.52165,-1.35882,0.64148,0.96903,1.1681,-0.64856,0.95115,0.58503,0.55046,1.0259,1.33984,-0.51521,1.00563,0.75614,1.00958,1.23664,0.57135,-1.05589,1.20732,0.02386
51,1,SALAH,-0.8509,0.50897,-1.32501,0.06639,-1.00076,-1.04272,0.12983,-1.05148,-0.84007,0.17846,-1.04943,-0.84199,0.21496,-1.04704,-0.84158,0.00516,-1.05598,-0.85044,-0.03138,-1.05531,-0.85296,-0.06603,-1.05507,-0.85405,0.26317,-1.01772,0.19667,-0.13313,-1.02402,0.14952,0.14033,-0.93951,-0.63848,-0.00803,-0.94001,-0.66962,0.49923,-0.69257,0.66166,-0.41456,-0.70736,0.76417,0.74497,-0.36783,0.30856,-0.68547,-0.3785,0.40115,1.08061,-0.63042,-1.0714,-1.02611,-0.62758,-0.85528,1.18392,-0.70218,-1.29644,-1.10321,-0.69676,-1.0981,1.13613,-0.72953,-1.40589,-1.08077,-0.73022,-1.21622,1.05662,-0.71005,-1.14423,-1.04364,-0.70625,-0.9496,0.29409,0.00795,-0.02904,-0.29409,-0.00795,0.02904,0.80038,0.53613,-0.932,-0.8509,0.50897,-1.32501,0.61925,0.96546,0.9904,-0.63305,0.94463,0.55582,0.53043,1.02483,1.14012,-0.50193,1.00205,0.7163,0.97722,1.22538,0.42518,-1.02828,1.19543,0.01082
52,1,SALAH,-0.82395,0.511,-1.27643,0.06988,-1.04274,-1.13077,0.1325,-1.09458,-0.95042,0.182,-1.09249,-0.95247,0.22018,-1.09018,-0.95212,0.00588,-1.09753,-0.96423,-0.03285,-1.09671,-0.96687,-0.06665,-1.09546,-0.96805,0.26688,-1.06255,0.10648,-0.1358,-1.06373,0.04629,0.14335,-0.98103,-0.74272,-0.00487,-0.97989,-0.77848,0.50923,-0.73051,0.63132,-0.42511,-0.73616,0.72454,0.75206,-0.3961,0.22793,-0.69992,-0.40032,0.42397,1.10002,-0.64393,-1.23666,-1.04845,-0.6555,-0.79606,1.20071,-0.71745,-1.48308,-1.12981,-0.72178,-1.04971,1.15358,-0.75062,-1.59931,-1.11101,-0.75539,-1.17644,1.08461,-0.72853,-1.31542,-1.07068,-0.73207,-0.89633,0.30036,0.00916,-0.03695,-0.30036,-0.00916,0.03695,0.77862,0.54759,-0.94284,-0.82395,0.511,-1.27643,0.62764,1.00082,0.98194,-0.64478,0.97948,0.58584,0.53745,1.06345,1.13127,-0.51097,1.04079,0.74657,0.99202,1.26617,0.37242,-1.04665,1.23353,0.01412
