nama_dataset,nama_video_mentah,jenis_latihan,camera_view,total_lm_frames,total_zero_filled_lm,persentase_zero_fill_pct,frame_validator_terdampak,persentase_frame_val_terdampak_pct,zero_shoulder,zero_elbow,zero_wrist,zero_hip,zero_knee,zero_ankle
Squat_059,primer_squat_frontal_subjek03_rep9.mp4,squat,frontal,2112,25,1.18,0,0.0,0,4,7,0,0,0
Squat_060,primer_squat_frontal_subjek04_rep42.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_061,primer_squat_frontal_subjek04_rep43.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_062,primer_squat_frontal_subjek04_rep44.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_063,primer_squat_frontal_subjek04_rep45.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_064,primer_squat_frontal_subjek04_rep46.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_065,primer_squat_frontal_subjek04_rep47.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_066,primer_squat_frontal_subjek04_rep48.mp4,squat,frontal,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_068,primer_squat_lateral_subjek03_rep26.mp4,squat,lateral,2112,207,9.8,64,100.0,0,19,7,0,64,64
Squat_069,primer_squat_lateral_subjek03_rep27.mp4,squat,lateral,2112,499,23.63,64,100.0,0,64,64,0,64,34
Squat_070,primer_squat_lateral_subjek03_rep28.mp4,squat,lateral,2112,346,16.38,14,21.88,0,64,67,0,14,1
Squat_071,primer_squat_lateral_subjek03_rep29.mp4,squat,lateral,2112,390,18.47,64,100.0,0,64,64,0,64,1
Squat_072,primer_squat_lateral_subjek03_rep30.mp4,squat,lateral,2112,372,17.61,64,100.0,0,64,53,0,64,21
Squat_073,primer_squat_lateral_subjek03_rep31.mp4,squat,lateral,2112,390,18.47,64,100.0,0,64,64,0,64,6
Squat_074,sekunder_sekunder_squat_kaggle01_rep01.mp4,squat,sekunder_kaggle,2112,335,15.86,55,85.94,0,0,0,0,7,108
Squat_075,sekunder_sekunder_squat_kaggle02_rep02.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_076,sekunder_sekunder_squat_kaggle03_rep03.mp4,squat,sekunder_kaggle,2112,38,1.8,0,0.0,0,0,4,0,0,0
Squat_077,sekunder_sekunder_squat_kaggle04_rep04.mp4,squat,sekunder_kaggle,2112,437,20.69,56,87.5,0,0,0,0,100,111
Squat_078,sekunder_sekunder_squat_kaggle05_rep05.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_079,sekunder_sekunder_squat_kaggle06_rep06.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_080,sekunder_sekunder_squat_kaggle07_rep07.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_081,sekunder_sekunder_squat_kaggle08_rep08.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_082,sekunder_sekunder_squat_kaggle09_rep09.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_083,sekunder_sekunder_squat_kaggle100_rep100.mp4,squat,sekunder_kaggle,2112,435,20.6,64,100.0,0,64,64,0,64,64
Squat_084,sekunder_sekunder_squat_kaggle10_rep10.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_085,sekunder_sekunder_squat_kaggle11_rep11.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_086,sekunder_sekunder_squat_kaggle12_rep12.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_087,sekunder_sekunder_squat_kaggle13_rep13.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_088,sekunder_sekunder_squat_kaggle14_rep14.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_089,sekunder_sekunder_squat_kaggle15_rep15.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_090,sekunder_sekunder_squat_kaggle16_rep16.mp4,squat,sekunder_kaggle,2112,243,11.51,37,57.81,0,0,0,0,2,74
Squat_091,sekunder_sekunder_squat_kaggle17_rep17.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_092,sekunder_sekunder_squat_kaggle18_rep18.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_093,sekunder_sekunder_squat_kaggle19_rep19.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_094,sekunder_sekunder_squat_kaggle20_rep20.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_095,sekunder_sekunder_squat_kaggle21_rep21.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_096,sekunder_sekunder_squat_kaggle22_rep22.mp4,squat,sekunder_kaggle,2112,576,27.27,64,100.0,0,64,64,0,64,64
Squat_097,sekunder_sekunder_squat_kaggle23_rep23.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_098,sekunder_sekunder_squat_kaggle24_rep24.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_099,sekunder_sekunder_squat_kaggle25_rep25.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_100,sekunder_sekunder_squat_kaggle26_rep26.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_101,sekunder_sekunder_squat_kaggle27_rep27.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_102,sekunder_sekunder_squat_kaggle28_rep28.mp4,squat,sekunder_kaggle,2112,576,27.27,64,100.0,0,64,64,0,64,64
Squat_103,sekunder_sekunder_squat_kaggle29_rep29.mp4,squat,sekunder_kaggle,2112,207,9.8,24,37.5,0,3,5,0,5,38
Squat_104,sekunder_sekunder_squat_kaggle30_rep30.mp4,squat,sekunder_kaggle,2112,52,2.46,0,0.0,0,0,13,0,0,0
Squat_105,sekunder_sekunder_squat_kaggle31_rep31.mp4,squat,sekunder_kaggle,2112,42,1.99,0,0.0,0,0,9,0,0,0
Squat_106,sekunder_sekunder_squat_kaggle32_rep32.mp4,squat,sekunder_kaggle,2112,155,7.34,0,0.0,0,31,31,0,0,0
Squat_107,sekunder_sekunder_squat_kaggle33_rep33.mp4,squat,sekunder_kaggle,2112,263,12.45,25,39.06,0,0,0,0,0,49
Squat_108,sekunder_sekunder_squat_kaggle34_rep34.mp4,squat,sekunder_kaggle,2112,301,14.25,52,81.25,0,0,0,0,0,91
Squat_109,sekunder_sekunder_squat_kaggle35_rep35.mp4,squat,sekunder_kaggle,2112,286,13.54,44,68.75,0,0,0,0,0,77
Squat_110,sekunder_sekunder_squat_kaggle36_rep36.mp4,squat,sekunder_kaggle,2112,220,10.42,30,46.88,0,0,0,0,0,60
Squat_111,sekunder_sekunder_squat_kaggle37_rep37.mp4,squat,sekunder_kaggle,2112,576,27.27,64,100.0,0,64,64,0,64,64
Squat_112,sekunder_sekunder_squat_kaggle38_rep38.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_113,sekunder_sekunder_squat_kaggle39_rep39.mp4,squat,sekunder_kaggle,2112,51,2.41,0,0.0,0,0,9,0,0,0
Squat_114,sekunder_sekunder_squat_kaggle40_rep40.mp4,squat,sekunder_kaggle,2112,45,2.13,0,0.0,0,13,13,0,0,0
Squat_115,sekunder_sekunder_squat_kaggle41_rep41.mp4,squat,sekunder_kaggle,2112,397,18.8,46,71.88,0,51,36,0,16,46
Squat_116,sekunder_sekunder_squat_kaggle42_rep42.mp4,squat,sekunder_kaggle,2112,477,22.59,64,100.0,0,0,0,0,105,122
Squat_117,sekunder_sekunder_squat_kaggle43_rep43.mp4,squat,sekunder_kaggle,2112,34,1.61,0,0.0,0,0,1,0,0,0
Squat_118,sekunder_sekunder_squat_kaggle44_rep44.mp4,squat,sekunder_kaggle,2112,343,16.24,34,53.12,0,64,43,0,2,38
Squat_119,sekunder_sekunder_squat_kaggle45_rep45.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_120,sekunder_sekunder_squat_kaggle46_rep46.mp4,squat,sekunder_kaggle,2112,95,4.5,10,15.62,0,21,16,0,9,2
Squat_121,sekunder_sekunder_squat_kaggle47_rep47.mp4,squat,sekunder_kaggle,2112,41,1.94,0,0.0,0,0,6,0,0,0
Squat_122,sekunder_sekunder_squat_kaggle48_rep48.mp4,squat,sekunder_kaggle,2112,324,15.34,30,46.88,0,64,64,0,30,3
Squat_123,sekunder_sekunder_squat_kaggle49_rep49.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_124,sekunder_sekunder_squat_kaggle50_rep50.mp4,squat,sekunder_kaggle,2112,225,10.65,37,57.81,0,0,0,0,3,56
Squat_125,sekunder_sekunder_squat_kaggle51_rep51.mp4,squat,sekunder_kaggle,2112,13,0.62,4,6.25,0,4,2,0,4,0
Squat_126,sekunder_sekunder_squat_kaggle52_rep52.mp4,squat,sekunder_kaggle,2112,334,15.81,30,46.88,0,64,61,0,30,0
Squat_127,sekunder_sekunder_squat_kaggle53_rep53.mp4,squat,sekunder_kaggle,2112,56,2.65,2,3.12,0,11,11,0,2,0
Squat_128,sekunder_sekunder_squat_kaggle54_rep54.mp4,squat,sekunder_kaggle,2112,23,1.09,0,0.0,0,0,0,0,0,0
Squat_129,sekunder_sekunder_squat_kaggle55_rep55.mp4,squat,sekunder_kaggle,2112,32,1.52,0,0.0,0,0,6,0,0,0
Squat_130,sekunder_sekunder_squat_kaggle56_rep56.mp4,squat,sekunder_kaggle,2112,16,0.76,0,0.0,0,4,3,0,0,0
Squat_131,sekunder_sekunder_squat_kaggle57_rep57.mp4,squat,sekunder_kaggle,2112,311,14.73,28,43.75,0,61,61,0,28,0
Squat_132,sekunder_sekunder_squat_kaggle58_rep58.mp4,squat,sekunder_kaggle,2112,422,19.98,64,100.0,0,64,64,0,64,23
Squat_133,sekunder_sekunder_squat_kaggle59_rep59.mp4,squat,sekunder_kaggle,2112,20,0.95,1,1.56,0,3,7,0,1,0
Squat_134,sekunder_sekunder_squat_kaggle60_rep60.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_135,sekunder_sekunder_squat_kaggle61_rep61.mp4,squat,sekunder_kaggle,2112,131,6.2,1,1.56,0,30,30,0,0,1
Squat_136,sekunder_sekunder_squat_kaggle62_rep62.mp4,squat,sekunder_kaggle,2112,57,2.7,1,1.56,0,0,11,0,1,1
Squat_137,sekunder_sekunder_squat_kaggle63_rep63.mp4,squat,sekunder_kaggle,2112,442,20.93,57,89.06,0,0,0,0,85,111
Squat_138,sekunder_sekunder_squat_kaggle64_rep64.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_139,sekunder_sekunder_squat_kaggle65_rep65.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_140,sekunder_sekunder_squat_kaggle66_rep66.mp4,squat,sekunder_kaggle,2112,41,1.94,0,0.0,0,0,6,0,0,0
Squat_141,sekunder_sekunder_squat_kaggle67_rep67.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_142,sekunder_sekunder_squat_kaggle68_rep68.mp4,squat,sekunder_kaggle,2112,6,0.28,0,0.0,0,0,0,0,0,0
Squat_143,sekunder_sekunder_squat_kaggle69_rep69.mp4,squat,sekunder_kaggle,2112,237,11.22,36,56.25,0,0,0,0,22,67
Squat_144,sekunder_sekunder_squat_kaggle70_rep70.mp4,squat,sekunder_kaggle,2112,280,13.26,23,35.94,0,45,48,0,23,0
Squat_145,sekunder_sekunder_squat_kaggle71_rep71.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_146,sekunder_sekunder_squat_kaggle72_rep72.mp4,squat,sekunder_kaggle,2112,6,0.28,0,0.0,0,0,0,0,0,0
Squat_147,sekunder_sekunder_squat_kaggle73_rep73.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_148,sekunder_sekunder_squat_kaggle74_rep74.mp4,squat,sekunder_kaggle,2112,15,0.71,0,0.0,0,0,1,0,0,0
Squat_149,sekunder_sekunder_squat_kaggle75_rep75.mp4,squat,sekunder_kaggle,2112,291,13.78,4,6.25,0,61,61,0,4,0
Squat_151,sekunder_sekunder_squat_kaggle77_rep77.mp4,squat,sekunder_kaggle,2112,376,17.8,56,87.5,0,64,64,0,56,0
Squat_152,sekunder_sekunder_squat_kaggle78_rep78.mp4,squat,sekunder_kaggle,2112,28,1.33,0,0.0,0,0,4,0,0,0
Squat_153,sekunder_sekunder_squat_kaggle79_rep79.mp4,squat,sekunder_kaggle,2112,5,0.24,0,0.0,0,0,0,0,0,0
Squat_154,sekunder_sekunder_squat_kaggle80_rep80.mp4,squat,sekunder_kaggle,2112,384,18.18,64,100.0,0,64,64,0,64,0
Squat_155,sekunder_sekunder_squat_kaggle81_rep81.mp4,squat,sekunder_kaggle,2112,576,27.27,64,100.0,0,64,64,0,64,64
Squat_156,sekunder_sekunder_squat_kaggle82_rep82.mp4,squat,sekunder_kaggle,2112,343,16.24,2,3.12,0,64,69,0,2,0
Squat_157,sekunder_sekunder_squat_kaggle83_rep83.mp4,squat,sekunder_kaggle,2112,280,13.26,23,35.94,0,45,48,0,23,0
Squat_158,sekunder_sekunder_squat_kaggle84_rep84.mp4,squat,sekunder_kaggle,2112,398,18.84,15,23.44,0,78,64,0,15,0
Squat_159,sekunder_sekunder_squat_kaggle85_rep85.mp4,squat,sekunder_kaggle,2112,576,27.27,64,100.0,0,64,64,0,64,64
Squat_160,sekunder_sekunder_squat_kaggle86_rep86.mp4,squat,sekunder_kaggle,2112,576,27.27,64,100.0,0,64,64,0,64,64
Squat_161,sekunder_sekunder_squat_kaggle87_rep87.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_162,sekunder_sekunder_squat_kaggle88_rep88.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_163,sekunder_sekunder_squat_kaggle89_rep89.mp4,squat,sekunder_kaggle,2112,237,11.22,36,56.25,0,0,0,0,22,67
Squat_164,sekunder_sekunder_squat_kaggle90_rep90.mp4,squat,sekunder_kaggle,2112,143,6.77,8,12.5,0,10,18,0,16,16
Squat_165,sekunder_sekunder_squat_kaggle91_rep91.mp4,squat,sekunder_kaggle,2112,436,20.64,56,87.5,0,64,57,0,56,53
Squat_166,sekunder_sekunder_squat_kaggle92_rep92.mp4,squat,sekunder_kaggle,2112,193,9.14,10,15.62,0,2,29,0,19,20
Squat_167,sekunder_sekunder_squat_kaggle93_rep93.mp4,squat,sekunder_kaggle,2112,65,3.08,7,10.94,0,7,0,0,14,14
Squat_168,sekunder_sekunder_squat_kaggle94_rep94.mp4,squat,sekunder_kaggle,2112,409,19.37,64,100.0,0,64,64,0,64,22
Squat_169,sekunder_sekunder_squat_kaggle95_rep95.mp4,squat,sekunder_kaggle,2112,424,20.08,64,100.0,0,64,64,0,64,33
Squat_170,sekunder_sekunder_squat_kaggle96_rep96.mp4,squat,sekunder_kaggle,2112,445,21.07,58,90.62,0,0,0,0,94,113
Squat_171,sekunder_sekunder_squat_kaggle97_rep97.mp4,squat,sekunder_kaggle,2112,45,2.13,0,0.0,0,18,18,0,0,0
Squat_172,sekunder_sekunder_squat_kaggle98_rep98.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
Squat_173,sekunder_sekunder_squat_kaggle99_rep99.mp4,squat,sekunder_kaggle,2112,0,0.0,0,0.0,0,0,0,0,0,0
